date,direction,entry_time,exit_time,entry_px,exit_px,pts,lot_size,pnl,exit_reason
2023-03-22,LONG,11:45,13:15,17149.1,17124.2,-24.9,50,-1245.0,SIGNAL_FLIP
2023-03-22,SHORT,13:20,14:15,17124.3,17147.0,-22.7,50,-1135.0,SIGNAL_FLIP
2023-03-22,LONG,14:20,14:25,17146.9,17129.0,-17.9,50,-895.0,SIGNAL_FLIP
2023-03-22,SHORT,14:30,15:05,17129.3,17149.0,-19.7,50,-985.0,SIGNAL_FLIP
2023-03-22,LONG,15:10,15:10,17149.8,17159.9,10.1,50,505.0,TIME_EXIT
2023-03-23,LONG,10:15,13:50,17137.5,17157.3,19.8,50,990.0,SIGNAL_FLIP
2023-03-23,SHORT,13:55,15:10,17157.0,17070.1,86.9,50,4345.0,TIME_EXIT
2023-03-24,LONG,11:45,12:45,17075.3,17044.6,-30.7,50,-1535.0,SIGNAL_FLIP
2023-03-24,SHORT,12:50,13:10,17046.8,17080.6,-33.8,50,-1690.0,SIGNAL_FLIP
2023-03-24,LONG,13:15,13:35,17081.9,17024.6,-57.3,50,-2865.0,SIGNAL_FLIP
2023-03-24,SHORT,13:40,15:10,17025.2,16954.5,70.7,50,3535.0,TIME_EXIT
2023-03-27,LONG,09:50,10:55,17025.4,17000.9,-24.5,50,-1225.0,SIGNAL_FLIP
2023-03-27,SHORT,11:00,11:00,17000.5,17008.6,-8.1,50,-405.0,SIGNAL_FLIP
2023-03-27,LONG,11:05,11:10,17007.9,16996.9,-11.0,50,-550.0,SIGNAL_FLIP
2023-03-27,SHORT,11:15,11:40,16997.0,17027.7,-30.7,50,-1535.0,SIGNAL_FLIP
2023-03-27,LONG,11:45,13:15,17027.8,17006.9,-20.9,50,-1045.0,SIGNAL_FLIP
2023-03-27,SHORT,13:20,13:55,17006.2,17042.7,-36.5,50,-1825.0,SIGNAL_FLIP
2023-03-27,LONG,14:00,15:05,17042.9,16988.2,-54.7,50,-2735.0,SIGNAL_FLIP
2023-03-27,SHORT,15:10,15:10,16989.2,16982.4,6.8,50,340.0,TIME_EXIT
2023-03-28,LONG,11:55,12:10,16978.7,16951.1,-27.6,50,-1380.0,SIGNAL_FLIP
2023-03-28,SHORT,12:15,13:05,16950.3,16983.0,-32.7,50,-1635.0,SIGNAL_FLIP
2023-03-28,LONG,13:10,13:25,16983.2,16952.5,-30.7,50,-1535.0,SIGNAL_FLIP
2023-03-28,SHORT,13:30,15:10,16952.6,16943.2,9.4,50,470.0,TIME_EXIT
